@relation soccer_combined

@attribute x0 numeric
@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute class {home,draw,away}

@data
6.25,3.5,1.62,201.0,65.0,69.0,69.0,65.0,67.0,156.0,67.0,51.0,72.0,66.0,39.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
6.0,3.75,1.62,175.0,37.0,68.0,29.0,30.0,77.0,165.0,40.0,40.0,65.0,50.0,75.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
2.6,3.3,2.75,125.0,55.0,45.0,50.0,45.0,35.0,154.0,41.0,52.0,34.0,39.0,63.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.5,away
2.4,3.0,3.2,195.0,66.0,68.0,72.0,59.0,68.0,144.0,45.0,50.0,60.0,45.0,49.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
3.2,3.25,2.25,132.0,44.0,48.0,52.0,35.0,49.0,160.0,45.0,50.0,80.0,45.0,65.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.85,3.1,5.0,144.0,46.0,52.0,67.0,43.0,49.0,137.0,52.0,52.0,57.0,36.0,49.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.25,2.9,3.6,110.0,70.0,35.0,65.0,30.0,45.0,179.0,34.0,64.0,53.0,39.0,76.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.73,3.6,5.0,150.0,61.0,45.0,68.0,63.0,42.0,165.0,48.0,52.0,40.0,62.0,51.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.25,2.9,3.6,110.0,70.0,35.0,65.0,30.0,45.0,135.0,45.0,50.0,50.0,35.0,50.0,1.0,1.0,0.0,0.5,1.0,2.2,-1.2,0.2,draw
2.05,3.25,3.4,170.0,58.0,53.0,71.0,60.0,57.0,95.0,30.0,30.0,65.0,30.0,35.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
2.3,3.2,3.2,140.0,52.0,55.0,54.0,47.0,38.0,176.0,49.0,59.0,53.0,58.0,59.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
1.83,3.1,5.0,180.0,65.0,70.0,65.0,40.0,70.0,105.0,65.0,30.0,55.0,40.0,35.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
5.0,3.5,1.73,142.0,55.0,49.0,52.0,47.0,46.0,144.0,47.0,49.0,67.0,46.0,49.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.44,3.8,9.0,155.0,45.0,65.0,50.0,45.0,45.0,147.0,48.0,57.0,53.0,38.0,52.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
2.1,3.25,3.6,126.0,49.0,45.0,35.0,40.0,41.0,145.0,65.0,40.0,70.0,45.0,60.0,0.0,4.0,-4.0,0.0,4.0,0.0,4.0,1.0,away
4.33,3.3,1.91,135.0,60.0,40.0,48.0,50.0,45.0,147.0,41.0,41.0,44.0,39.0,67.0,1.0,3.0,-2.0,0.0,3.0,1.0,2.0,1.0,away
1.2,6.5,15.0,135.0,54.0,41.0,39.0,64.0,30.0,145.0,31.0,57.0,57.0,33.0,55.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.29,5.25,11.0,170.0,62.0,53.0,55.0,50.0,67.0,141.0,37.0,59.0,42.0,39.0,43.0,2.0,3.0,-1.0,0.0,3.0,2.0,1.0,1.0,away
1.65,3.4,5.0,150.0,43.0,53.0,47.0,45.0,52.0,128.0,53.0,28.0,34.0,50.0,50.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
5.0,3.6,1.73,137.0,40.0,51.0,37.0,38.0,48.0,168.0,42.0,63.0,56.0,39.0,66.0,2.2,2.4,-0.2,0.6,2.8,2.6,0.2,0.4,home
3.3,3.2,2.2,167.0,47.0,55.0,42.0,59.0,53.0,178.0,70.0,55.0,65.0,70.0,53.0,4.0,1.0,3.0,1.0,1.0,4.0,-3.0,0.0,home
1.36,4.5,9.0,148.0,54.0,40.0,39.0,52.0,56.0,153.0,38.0,63.0,63.0,50.0,40.0,4.0,1.0,3.0,1.0,1.0,4.0,-3.0,0.0,home
4.5,3.5,1.83,141.0,50.0,55.0,40.0,42.0,44.0,135.0,54.0,41.0,39.0,64.0,30.0,0.8,4.0,-3.2,0.0,3.2,0.0,3.2,1.0,away
2.5,3.4,2.7,160.0,54.0,60.0,48.0,46.0,54.0,187.0,47.0,68.0,58.0,63.0,56.0,4.0,1.0,3.0,1.0,1.0,4.0,-3.0,0.0,home
1.83,3.4,4.75,119.0,70.0,31.0,50.0,30.0,58.0,150.0,48.0,45.0,54.0,48.0,57.0,1.0,3.0,-2.0,0.0,3.0,1.0,2.0,1.0,away
2.8,3.4,2.4,144.0,49.0,52.0,52.0,45.0,47.0,131.0,48.0,48.0,42.0,43.0,40.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.25,3.3,3.3,170.0,35.0,70.0,50.0,40.0,60.0,150.0,48.0,45.0,54.0,48.0,57.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
7.0,3.8,1.5,149.0,37.0,55.0,53.0,39.0,55.0,148.0,54.0,40.0,39.0,52.0,56.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
3.8,3.4,1.95,179.0,65.0,67.0,52.0,50.0,62.0,93.0,30.0,33.0,70.0,30.0,30.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
3.0,3.4,2.3,149.0,49.0,38.0,53.0,40.0,71.0,129.0,51.0,43.0,58.0,51.0,35.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
7.0,3.8,1.5,167.0,45.0,63.0,64.0,39.0,65.0,200.0,40.0,65.0,70.0,70.0,65.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.8,3.3,2.5,141.0,54.0,42.0,34.0,49.0,50.0,135.0,50.0,42.0,47.0,51.0,42.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
6.5,3.6,1.57,125.0,50.0,30.0,70.0,40.0,55.0,130.0,35.0,55.0,70.0,30.0,45.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
1.62,3.6,6.0,174.0,41.0,53.0,53.0,59.0,62.0,159.0,60.0,68.0,44.0,36.0,55.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
3.0,3.0,2.5,150.0,45.0,65.0,50.0,45.0,40.0,145.0,45.0,65.0,50.0,35.0,45.0,1.0,4.0,-3.0,0.0,4.0,1.0,3.0,1.0,away
1.57,3.6,7.0,170.0,70.0,70.0,50.0,30.0,70.0,170.0,70.0,70.0,55.0,35.0,65.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
3.2,3.1,2.2,145.0,55.0,50.0,49.0,45.0,50.0,142.0,56.0,62.0,39.0,25.0,55.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
1.73,3.3,5.5,160.0,55.0,50.0,55.0,45.0,65.0,133.0,56.0,33.0,68.0,37.0,63.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.44,4.33,6.5,124.0,57.0,30.0,56.0,36.0,58.0,141.0,60.0,47.0,50.0,42.0,52.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.2,3.3,3.25,141.0,46.0,53.0,49.0,34.0,54.0,131.0,53.0,51.0,37.0,40.0,40.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
5.5,3.8,1.62,158.0,56.0,57.0,71.0,42.0,59.0,119.0,59.0,21.0,40.0,61.0,37.0,0.0,3.0,-3.0,0.0,3.0,0.0,3.0,1.0,away
2.1,3.1,3.75,165.0,50.0,50.0,70.0,55.0,60.0,165.0,70.0,65.0,50.0,50.0,50.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.33,4.2,9.0,115.0,30.0,55.0,55.0,30.0,30.0,132.0,48.0,43.0,48.0,38.0,51.0,1.2,0.0,1.2,1.0,1.6,2.0,-0.4,0.4,home
2.75,3.3,2.5,180.0,65.0,45.0,70.0,70.0,65.0,119.0,38.0,38.0,55.0,51.0,30.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
1.62,3.6,6.0,170.0,41.0,53.0,53.0,59.0,58.0,193.0,51.0,67.0,65.0,58.0,68.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
2.35,3.3,3.0,134.0,45.0,47.0,48.0,46.0,41.0,156.0,45.0,59.0,45.0,50.0,47.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
1.85,3.6,4.0,126.0,43.0,40.0,66.0,47.0,39.0,147.0,62.0,48.0,66.0,46.0,53.0,3.0,1.0,2.0,1.0,1.0,3.0,-2.0,0.0,home
1.3,4.75,12.0,130.0,35.0,55.0,70.0,30.0,45.0,110.0,45.0,35.0,50.0,35.0,40.0,1.4,1.4,0.0,0.33,1.4,1.4,0.0,0.33,away
8.0,4.0,1.44,160.0,45.0,50.0,50.0,45.0,65.0,172.0,57.0,66.0,69.0,58.0,48.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
4.5,3.5,1.83,154.0,50.0,55.0,40.0,42.0,57.0,138.0,44.0,28.0,46.0,51.0,59.0,0.0,4.0,-4.0,0.0,4.0,0.0,4.0,1.0,away
2.0,3.25,3.25,175.0,68.0,53.0,66.0,56.0,66.0,153.0,43.0,42.0,60.0,41.0,70.0,3.0,2.0,1.0,1.0,2.0,3.0,-1.0,0.0,home
1.73,3.3,5.5,100.0,30.0,35.0,55.0,30.0,35.0,133.0,56.0,33.0,68.0,37.0,63.0,0.4,0.6,-0.2,0.4,0.0,1.0,-1.0,0.0,home
5.75,3.4,1.67,147.0,46.0,37.0,53.0,39.0,71.0,145.0,55.0,65.0,65.0,35.0,45.0,1.0,3.0,-2.0,0.0,3.0,1.0,2.0,1.0,away
1.85,3.2,4.75,157.0,52.0,49.0,44.0,57.0,51.0,154.0,51.0,48.0,52.0,48.0,58.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.5,3.0,3.0,185.0,65.0,50.0,40.0,70.0,65.0,154.0,51.0,48.0,52.0,48.0,58.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
1.67,3.5,5.5,175.0,70.0,50.0,55.0,55.0,70.0,153.0,42.0,48.0,53.0,43.0,62.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
1.7,3.3,5.75,135.0,51.0,49.0,29.0,50.0,36.0,155.0,43.0,49.0,63.0,43.0,63.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
8.5,5.0,1.33,170.0,49.0,62.0,61.0,50.0,58.0,131.0,48.0,38.0,60.0,48.0,45.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
8.0,4.0,1.44,201.0,65.0,69.0,69.0,65.0,67.0,155.0,45.0,65.0,50.0,45.0,45.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.3,3.0,3.4,142.0,55.0,49.0,52.0,47.0,46.0,123.0,47.0,49.0,34.0,26.0,48.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.67,3.5,5.0,130.0,48.0,39.0,50.0,45.0,46.0,115.0,45.0,43.0,65.0,42.0,30.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
1.65,3.4,5.0,165.0,50.0,60.0,47.0,53.0,52.0,128.0,53.0,28.0,34.0,50.0,50.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
2.0,3.0,4.0,145.0,51.0,52.0,49.0,47.0,46.0,205.0,60.0,65.0,65.0,70.0,70.0,1.0,4.0,-3.0,0.0,4.0,1.0,3.0,1.0,away
2.45,3.0,3.1,137.0,52.0,52.0,57.0,36.0,49.0,159.0,44.0,49.0,64.0,46.0,64.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
1.91,3.0,4.75,200.0,70.0,60.0,65.0,70.0,70.0,180.0,43.0,63.0,49.0,54.0,63.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.8,3.3,2.5,160.0,55.0,70.0,65.0,45.0,45.0,160.0,70.0,70.0,70.0,60.0,30.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.57,3.75,6.0,129.0,51.0,43.0,58.0,51.0,35.0,173.0,37.0,73.0,39.0,47.0,53.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
2.25,3.3,3.1,153.0,55.0,57.0,57.0,43.0,53.0,146.0,42.0,47.0,40.0,48.0,51.0,1.0,1.6,-0.6,0.2,0.4,1.6,-1.2,0.2,draw
2.25,3.3,2.8,148.0,59.0,66.0,53.0,48.0,34.0,150.0,70.0,45.0,50.0,70.0,35.0,0.0,3.0,-3.0,0.0,1.0,1.0,0.0,0.5,home
1.83,3.5,4.5,147.0,40.0,49.0,53.0,39.0,59.0,140.0,35.0,45.0,40.0,45.0,50.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
6.5,3.6,1.57,147.0,48.0,57.0,55.0,38.0,52.0,147.0,49.0,51.0,64.0,48.0,48.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
7.5,3.8,1.5,155.0,60.0,68.0,44.0,36.0,51.0,169.0,43.0,59.0,68.0,67.0,43.0,1.0,6.0,-5.0,0.0,6.0,1.0,5.0,1.0,away
2.0,3.0,4.33,130.0,55.0,50.0,52.0,30.0,50.0,150.0,45.0,65.0,50.0,45.0,40.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
3.5,3.1,2.2,110.0,45.0,35.0,50.0,35.0,40.0,176.0,53.0,68.0,69.0,59.0,49.0,1.4,1.8,-0.4,0.2,1.0,1.4,-0.4,0.4,home
2.0,2.9,4.5,143.0,45.0,48.0,53.0,47.0,48.0,154.0,41.0,52.0,46.0,39.0,63.0,2.6,0.2,2.4,0.9,0.4,2.4,-2.0,0.2,home
2.25,2.9,3.6,130.0,70.0,49.0,35.0,36.0,45.0,147.0,46.0,37.0,53.0,39.0,71.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.7,3.0,2.8,159.0,44.0,49.0,64.0,46.0,64.0,148.0,48.0,49.0,31.0,48.0,51.0,4.0,4.0,0.0,0.5,4.0,4.0,0.0,0.5,draw
1.57,3.6,5.5,128.0,54.0,48.0,32.0,33.0,47.0,170.0,58.0,53.0,71.0,60.0,57.0,3.0,1.0,2.0,1.0,1.0,3.0,-2.0,0.0,home
1.67,3.4,6.0,159.0,44.0,49.0,64.0,46.0,64.0,142.0,55.0,49.0,52.0,47.0,46.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.15,3.0,3.75,154.0,41.0,52.0,46.0,39.0,63.0,143.0,57.0,51.0,61.0,43.0,49.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
3.75,3.0,2.15,142.0,55.0,49.0,52.0,47.0,46.0,141.0,48.0,49.0,48.0,44.0,48.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
2.0,3.3,3.8,187.0,47.0,68.0,58.0,63.0,56.0,167.0,58.0,62.0,52.0,45.0,60.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.38,3.3,2.7,141.0,37.0,59.0,42.0,39.0,43.0,131.0,68.0,44.0,37.0,62.0,25.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.57,3.6,6.5,179.0,47.0,77.0,56.0,49.0,53.0,180.0,57.0,68.0,53.0,44.0,68.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
5.0,3.6,1.73,143.0,37.0,51.0,49.0,44.0,48.0,165.0,70.0,65.0,50.0,30.0,70.0,3.0,2.0,1.0,1.0,2.0,3.0,-1.0,0.0,home
2.0,3.1,4.2,159.0,44.0,49.0,64.0,46.0,64.0,154.0,44.0,49.0,50.0,47.0,58.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
1.29,5.5,11.0,141.0,49.0,46.0,37.0,49.0,46.0,147.0,39.0,48.0,46.0,41.0,58.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.4,4.33,8.5,155.0,67.0,55.0,62.0,37.0,63.0,145.0,60.0,55.0,50.0,40.0,50.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.1,3.25,3.5,147.0,37.0,54.0,52.0,37.0,56.0,130.0,49.0,54.0,55.0,38.0,38.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
1.36,4.75,8.5,160.0,70.0,70.0,70.0,60.0,30.0,181.0,58.0,72.0,50.0,64.0,45.0,0.4,0.6,-0.2,0.4,1.4,0.4,1.0,1.0,away
3.8,3.4,1.95,150.0,50.0,45.0,66.0,60.0,45.0,187.0,37.0,67.0,68.0,57.0,63.0,0.6,1.2,-0.6,0.6,0.4,0.6,-0.2,0.4,home
1.17,6.5,23.0,169.0,49.0,56.0,68.0,61.0,52.0,126.0,39.0,52.0,52.0,36.0,38.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
6.0,3.7,1.62,141.0,42.0,43.0,37.0,38.0,60.0,147.0,41.0,41.0,68.0,39.0,67.0,0.0,5.0,-5.0,0.0,5.0,0.0,5.0,1.0,away
3.5,3.3,2.1,139.0,50.0,38.0,68.0,45.0,56.0,157.0,49.0,68.0,69.0,39.0,50.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.57,3.6,5.5,110.0,30.0,50.0,70.0,30.0,30.0,161.0,47.0,57.0,54.0,49.0,55.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.1,3.1,3.75,129.0,30.0,30.0,70.0,35.0,64.0,168.0,57.0,68.0,67.0,47.0,53.0,0.0,0.8,-0.8,0.1,1.6,0.8,0.8,0.9,draw
2.9,3.3,2.4,165.0,65.0,50.0,60.0,70.0,45.0,175.0,60.0,55.0,60.0,45.0,75.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.1,3.3,3.5,141.0,46.0,53.0,49.0,32.0,56.0,140.0,40.0,42.0,50.0,40.0,58.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
3.0,3.25,2.4,154.0,41.0,52.0,34.0,39.0,63.0,155.0,55.0,40.0,60.0,55.0,60.0,1.2,1.8,-0.6,0.2,1.2,0.6,0.6,0.8,draw
2.5,3.25,2.88,170.0,34.0,68.0,32.0,30.0,72.0,150.0,60.0,50.0,35.0,45.0,55.0,4.0,1.0,3.0,1.0,1.0,4.0,-3.0,0.0,home
1.62,3.5,6.25,115.0,45.0,35.0,35.0,45.0,35.0,110.0,70.0,35.0,65.0,30.0,45.0,0.0,2.0,-2.0,0.0,0.0,2.0,-2.0,0.0,draw
2.05,3.1,4.0,205.0,55.0,65.0,70.0,70.0,70.0,162.0,51.0,52.0,49.0,47.0,63.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
2.1,3.25,3.5,147.0,37.0,54.0,52.0,37.0,56.0,115.0,30.0,55.0,65.0,30.0,30.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
2.0,3.3,3.8,135.0,40.0,52.0,40.0,37.0,46.0,164.0,50.0,58.0,41.0,51.0,55.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.2,3.0,3.6,155.0,43.0,49.0,63.0,43.0,63.0,160.0,55.0,50.0,55.0,45.0,65.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
5.25,3.6,1.67,110.0,30.0,50.0,60.0,30.0,30.0,159.0,60.0,42.0,55.0,60.0,57.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.1,3.3,3.6,139.0,44.0,52.0,61.0,43.0,44.0,158.0,44.0,60.0,38.0,35.0,63.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
2.8,3.4,2.4,150.0,49.0,55.0,52.0,45.0,50.0,131.0,48.0,48.0,42.0,43.0,40.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.05,3.0,4.2,154.0,44.0,49.0,50.0,47.0,58.0,105.0,55.0,35.0,35.0,35.0,35.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,home
1.3,5.0,11.0,161.0,49.0,56.0,53.0,47.0,58.0,145.0,45.0,50.0,50.0,45.0,50.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.05,3.3,3.6,204.0,70.0,70.0,76.0,60.0,74.0,160.0,30.0,45.0,55.0,55.0,60.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.91,3.25,4.5,175.0,62.0,55.0,45.0,60.0,60.0,140.0,52.0,42.0,54.0,59.0,39.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.57,3.75,6.5,154.0,41.0,52.0,34.0,39.0,63.0,149.0,45.0,59.0,55.0,47.0,43.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,home
1.22,5.75,13.0,133.0,65.0,36.0,56.0,61.0,36.0,170.0,68.0,57.0,69.0,58.0,55.0,5.0,0.0,5.0,1.0,0.0,5.0,-5.0,0.0,home
1.22,5.75,13.0,133.0,65.0,36.0,56.0,61.0,36.0,140.0,53.0,57.0,40.0,37.0,46.0,5.0,0.0,5.0,1.0,0.0,5.0,-5.0,0.0,home
1.17,6.5,23.0,155.0,43.0,50.0,65.0,55.0,50.0,126.0,39.0,52.0,52.0,36.0,38.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
2.38,3.0,3.2,144.0,46.0,52.0,67.0,43.0,49.0,168.0,53.0,62.0,35.0,57.0,49.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.44,4.0,8.0,176.0,53.0,68.0,69.0,59.0,49.0,115.0,70.0,45.0,70.0,30.0,40.0,1.8,1.0,0.8,0.7,1.4,0.6,0.8,0.7,draw
2.88,3.3,2.4,141.0,46.0,48.0,31.0,43.0,50.0,138.0,65.0,39.0,46.0,68.0,31.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
1.57,3.6,6.5,131.0,48.0,36.0,55.0,47.0,48.0,147.0,40.0,68.0,72.0,42.0,37.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
6.5,3.8,1.53,149.0,44.0,57.0,69.0,44.0,48.0,163.0,55.0,51.0,62.0,58.0,54.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
2.45,3.0,3.1,137.0,45.0,52.0,36.0,36.0,49.0,185.0,45.0,65.0,65.0,55.0,65.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
1.95,3.2,3.6,145.0,58.0,47.0,32.0,44.0,54.0,163.0,52.0,51.0,50.0,45.0,67.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.3,3.2,3.2,136.0,52.0,55.0,54.0,47.0,34.0,176.0,49.0,59.0,53.0,58.0,59.0,0.4,2.0,-1.6,0.0,2.4,0.0,2.4,1.0,away
2.4,3.3,2.88,151.0,58.0,53.0,53.0,60.0,38.0,121.0,43.0,37.0,51.0,48.0,36.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,draw
2.3,3.3,3.1,126.0,49.0,45.0,23.0,40.0,41.0,139.0,40.0,52.0,40.0,37.0,50.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
3.6,3.25,2.1,200.0,65.0,70.0,60.0,60.0,70.0,195.0,70.0,65.0,70.0,60.0,70.0,3.0,1.0,2.0,1.0,1.0,3.0,-2.0,0.0,home
1.95,3.3,4.0,134.0,45.0,47.0,48.0,46.0,41.0,129.0,48.0,45.0,42.0,38.0,46.0,0.8,1.0,-0.2,0.4,1.2,0.8,0.4,0.6,draw
3.0,3.4,2.3,176.0,48.0,73.0,71.0,55.0,48.0,159.0,52.0,55.0,60.0,49.0,55.0,0.2,1.2,-1.0,0.0,2.0,1.0,1.0,1.0,away
1.83,3.25,4.75,154.0,44.0,49.0,50.0,47.0,58.0,110.0,45.0,45.0,35.0,30.0,35.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.5,away
3.1,3.4,2.25,136.0,54.0,57.0,56.0,42.0,37.0,145.0,41.0,63.0,37.0,44.0,38.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
2.25,3.25,3.2,173.0,55.0,61.0,54.0,60.0,52.0,177.0,59.0,64.0,37.0,55.0,58.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.05,3.0,4.2,205.0,60.0,65.0,65.0,70.0,70.0,144.0,46.0,52.0,67.0,43.0,49.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
2.15,3.25,3.4,158.0,50.0,61.0,50.0,50.0,47.0,139.0,50.0,38.0,68.0,45.0,56.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
1.62,3.5,6.25,140.0,30.0,30.0,65.0,50.0,60.0,164.0,59.0,52.0,52.0,46.0,66.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.57,3.6,6.5,129.0,51.0,43.0,58.0,51.0,35.0,176.0,49.0,59.0,53.0,58.0,59.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
7.5,3.8,1.5,159.0,60.0,68.0,44.0,36.0,55.0,133.0,63.0,37.0,35.0,61.0,35.0,1.0,6.0,-5.0,0.0,6.0,1.0,5.0,1.0,away
1.44,4.33,6.5,165.0,65.0,50.0,60.0,70.0,45.0,141.0,51.0,47.0,50.0,42.0,52.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,home
1.7,3.6,4.75,192.0,57.0,68.0,55.0,56.0,68.0,131.0,45.0,47.0,48.0,46.0,38.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.91,3.4,4.0,131.0,53.0,51.0,37.0,40.0,40.0,170.0,40.0,50.0,65.0,55.0,65.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
2.15,3.0,3.75,151.0,47.0,48.0,64.0,43.0,60.0,143.0,45.0,48.0,53.0,47.0,48.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.25,5.5,12.0,157.0,49.0,68.0,69.0,39.0,50.0,148.0,46.0,54.0,57.0,50.0,44.0,4.0,3.0,1.0,1.0,3.0,4.0,-1.0,0.0,home
1.62,3.4,6.5,160.0,46.0,62.0,60.0,49.0,49.0,151.0,47.0,48.0,64.0,43.0,60.0,3.0,2.0,1.0,1.0,2.0,3.0,-1.0,0.0,home
2.4,3.1,3.1,177.0,57.0,69.0,52.0,40.0,68.0,176.0,57.0,73.0,56.0,36.0,67.0,3.0,1.0,2.0,1.0,1.0,3.0,-2.0,0.0,home
